"2026-04-08 19:15	1.16527	1.16537	1.16476	1.16487	829"
"2026-04-08 19:20	1.16488	1.16522	1.16482	1.16514	595"
"2026-04-08 19:25	1.16517	1.16538	1.16507	1.16524	549"
"2026-04-08 19:30	1.16521	1.16570	1.16520	1.16568	442"
"2026-04-08 19:35	1.16569	1.16644	1.16560	1.16637	960"
"2026-04-08 19:40	1.16637	1.16637	1.16587	1.16600	568"
"2026-04-08 19:45	1.16600	1.16629	1.16599	1.16613	458"
"2026-04-08 19:50	1.16616	1.16663	1.16613	1.16653	485"
"2026-04-08 19:55	1.16653	1.16703	1.16650	1.16678	625"
"2026-04-08 20:00	1.16678	1.16693	1.16664	1.16664	355"
"2026-04-08 20:05	1.16661	1.16672	1.16623	1.16669	354"
"2026-04-08 20:10	1.16669	1.16682	1.16637	1.16639	197"
"2026-04-08 20:15	1.16643	1.16643	1.16615	1.16615	107"
"2026-04-08 20:20	1.16620	1.16625	1.16603	1.16611	162"
"2026-04-08 20:25	1.16611	1.16623	1.16606	1.16621	211"
"2026-04-08 20:30	1.16622	1.16633	1.16617	1.16633	488"
"2026-04-08 20:35	1.16636	1.16641	1.16619	1.16626	191"
"2026-04-08 20:40	1.16627	1.16638	1.16627	1.16628	105"
"2026-04-08 20:45	1.16629	1.16635	1.16621	1.16634	203"
"2026-04-08 20:50	1.16633	1.16647	1.16611	1.16612	408"
"2026-04-08 20:55	1.16612	1.16640	1.16609	1.16624	933"
"2026-04-08 21:00	1.16616	1.16616	1.16488	1.16488	25"
"2026-04-08 21:05	1.16583	1.16645	1.16569	1.16635	92"
"2026-04-08 21:10	1.16635	1.16639	1.16625	1.16638	67"
"2026-04-08 21:15	1.16639	1.16652	1.16633	1.16650	53"
"2026-04-08 21:20	1.16651	1.16652	1.16631	1.16639	50"
"2026-04-08 21:25	1.16638	1.16639	1.16638	1.16638	9"
"2026-04-08 21:30	1.16639	1.16639	1.16625	1.16625	48"
"2026-04-08 21:35	1.16625	1.16626	1.16622	1.16625	51"
"2026-04-08 21:40	1.16626	1.16626	1.16609	1.16621	37"
"2026-04-08 21:45	1.16620	1.16623	1.16612	1.16622	23"
"2026-04-08 21:50	1.16627	1.16663	1.16615	1.16662	111"
"2026-04-08 21:55	1.16659	1.16666	1.16649	1.16655	214"
"2026-04-08 22:00	1.16651	1.16674	1.16640	1.16663	468"
"2026-04-08 22:05	1.16668	1.16675	1.16649	1.16659	95"
"2026-04-08 22:10	1.16661	1.16661	1.16639	1.16642	54"
"2026-04-08 22:15	1.16642	1.16643	1.16614	1.16619	86"
"2026-04-08 22:20	1.16618	1.16619	1.16597	1.16608	147"
"2026-04-08 22:25	1.16607	1.16629	1.16607	1.16628	128"
"2026-04-08 22:30	1.16629	1.16637	1.16608	1.16636	167"
"2026-04-08 22:35	1.16637	1.16642	1.16627	1.16631	144"
"2026-04-08 22:40	1.16630	1.16653	1.16619	1.16627	133"
"2026-04-08 22:45	1.16627	1.16627	1.16618	1.16624	52"
"2026-04-08 22:50	1.16623	1.16631	1.16621	1.16622	79"
"2026-04-08 22:55	1.16622	1.16631	1.16619	1.16621	71"
"2026-04-08 23:00	1.16621	1.16627	1.16612	1.16619	152"
"2026-04-08 23:05	1.16620	1.16631	1.16618	1.16623	119"
"2026-04-08 23:10	1.16623	1.16627	1.16608	1.16611	122"
"2026-04-08 23:15	1.16611	1.16618	1.16605	1.16609	78"
"2026-04-08 23:20	1.16609	1.16612	1.16596	1.16598	63"
"2026-04-08 23:25	1.16596	1.16599	1.16594	1.16597	134"
"2026-04-08 23:30	1.16597	1.16599	1.16579	1.16589	127"
"2026-04-08 23:35	1.16590	1.16601	1.16588	1.16591	64"
"2026-04-08 23:40	1.16590	1.16601	1.16590	1.16593	56"
"2026-04-08 23:45	1.16593	1.16600	1.16586	1.16600	96"
"2026-04-08 23:50	1.16599	1.16608	1.16584	1.16585	144"
"2026-04-08 23:55	1.16585	1.16590	1.16574	1.16589	90"
"2026-04-09 00:00	1.16591	1.16591	1.16546	1.16563	643"
"2026-04-09 00:05	1.16563	1.16564	1.16534	1.16545	427"
"2026-04-09 00:10	1.16545	1.16559	1.16528	1.16554	467"
"2026-04-09 00:15	1.16552	1.16573	1.16549	1.16572	397"
"2026-04-09 00:20	1.16570	1.16594	1.16566	1.16583	346"
"2026-04-09 00:25	1.16583	1.16586	1.16564	1.16568	348"
"2026-04-09 00:30	1.16567	1.16608	1.16566	1.16573	404"
"2026-04-09 00:35	1.16574	1.16580	1.16567	1.16574	304"
"2026-04-09 00:40	1.16574	1.16576	1.16565	1.16568	311"
"2026-04-09 00:45	1.16569	1.16575	1.16558	1.16567	218"
"2026-04-09 00:50	1.16567	1.16585	1.16567	1.16570	419"
"2026-04-09 00:55	1.16570	1.16585	1.16560	1.16570	371"
"2026-04-09 01:00	1.16570	1.16586	1.16549	1.16583	431"
"2026-04-09 01:05	1.16583	1.16584	1.16544	1.16566	356"
"2026-04-09 01:10	1.16567	1.16568	1.16537	1.16543	301"
"2026-04-09 01:15	1.16542	1.16549	1.16514	1.16517	334"
"2026-04-09 01:20	1.16518	1.16521	1.16503	1.16508	342"
"2026-04-09 01:25	1.16510	1.16529	1.16504	1.16523	393"
"2026-04-09 01:30	1.16524	1.16585	1.16524	1.16585	601"
"2026-04-09 01:35	1.16585	1.16588	1.16574	1.16579	360"
"2026-04-09 01:40	1.16580	1.16586	1.16559	1.16578	267"
"2026-04-09 01:45	1.16577	1.16582	1.16555	1.16580	321"
"2026-04-09 01:50	1.16583	1.16607	1.16583	1.16601	343"
"2026-04-09 01:55	1.16601	1.16635	1.16600	1.16616	432"
"2026-04-09 02:00	1.16619	1.16642	1.16593	1.16599	493"
"2026-04-09 02:05	1.16599	1.16624	1.16596	1.16608	346"
"2026-04-09 02:10	1.16607	1.16614	1.16590	1.16604	249"
"2026-04-09 02:15	1.16605	1.16644	1.16605	1.16642	287"
"2026-04-09 02:20	1.16641	1.16645	1.16627	1.16630	266"
"2026-04-09 02:25	1.16631	1.16644	1.16622	1.16642	229"
"2026-04-09 02:30	1.16641	1.16666	1.16640	1.16665	256"
"2026-04-09 02:35	1.16667	1.16673	1.16654	1.16655	259"
"2026-04-09 02:40	1.16654	1.16666	1.16645	1.16661	202"
