bar_open_ts_utc,open,high,low,close,bars_in_bucket,bridge_method,source_tf,source_path,source_last_m5_ts_utc,source_staleness_hours,live_recency_status,bridge_created_utc
2026-05-21T04:00:00Z,4529.18861,4540.06782,4528.11888,4538.54662,12,LIVE_RECENT_M5_RESAMPLED_TO_H1,M5,C:/Users/shahr/OneDrive/Documents/TradingOS/GitHub/TradingOS2/TradingOS2/data/live_m5/incremental/XAUUSD_M5_incremental_latest.csv,2026-05-21T08:45:00Z,2.574,LIVE_RECENT_OK,2026-05-21T11:19:27Z
2026-05-21T05:00:00Z,4538.19667,4539.88287,4520.79566,4529.49716,12,LIVE_RECENT_M5_RESAMPLED_TO_H1,M5,C:/Users/shahr/OneDrive/Documents/TradingOS/GitHub/TradingOS2/TradingOS2/data/live_m5/incremental/XAUUSD_M5_incremental_latest.csv,2026-05-21T08:45:00Z,2.574,LIVE_RECENT_OK,2026-05-21T11:19:27Z
2026-05-21T06:00:00Z,4528.88928,4538.64658,4519.95599,4519.95832,12,LIVE_RECENT_M5_RESAMPLED_TO_H1,M5,C:/Users/shahr/OneDrive/Documents/TradingOS/GitHub/TradingOS2/TradingOS2/data/live_m5/incremental/XAUUSD_M5_incremental_latest.csv,2026-05-21T08:45:00Z,2.574,LIVE_RECENT_OK,2026-05-21T11:19:27Z
2026-05-21T07:00:00Z,4519.9591,4523.65874,4512.22814,4522.70244,12,LIVE_RECENT_M5_RESAMPLED_TO_H1,M5,C:/Users/shahr/OneDrive/Documents/TradingOS/GitHub/TradingOS2/TradingOS2/data/live_m5/incremental/XAUUSD_M5_incremental_latest.csv,2026-05-21T08:45:00Z,2.574,LIVE_RECENT_OK,2026-05-21T11:19:27Z
2026-05-21T08:00:00Z,4522.20195,4535.7645,4518.54864,4531.25687,10,LIVE_RECENT_M5_RESAMPLED_TO_H1,M5,C:/Users/shahr/OneDrive/Documents/TradingOS/GitHub/TradingOS2/TradingOS2/data/live_m5/incremental/XAUUSD_M5_incremental_latest.csv,2026-05-21T08:45:00Z,2.574,LIVE_RECENT_OK,2026-05-21T11:19:27Z
