bar_open_ts_utc,open,high,low,close,bars_in_bucket,bridge_method,source_tf,source_path,source_last_m5_ts_utc,source_staleness_hours,live_recency_status,h1_closed_status,freshness_tier_01d,guard_01d_created_utc,bridge_created_utc
2026-05-21T10:00:00Z,1.16271,1.16305,1.16006,1.16109,12,LIVE_RECENT_M5_RESAMPLED_TO_H1,M5,/home/runner/work/TradingOS2/TradingOS2/data/live_m5/incremental/EURUSD_M5_incremental_latest.csv,2026-05-21T14:45:00Z,0.209,LIVE_RECENT_OK,CLOSED_H1_ONLY,LIVE_FRESH,2026-05-21T14:57:33Z,2026-05-21T14:57:32Z
2026-05-21T11:00:00Z,1.16103,1.1616,1.15965,1.15975,12,LIVE_RECENT_M5_RESAMPLED_TO_H1,M5,/home/runner/work/TradingOS2/TradingOS2/data/live_m5/incremental/EURUSD_M5_incremental_latest.csv,2026-05-21T14:45:00Z,0.209,LIVE_RECENT_OK,CLOSED_H1_ONLY,LIVE_FRESH,2026-05-21T14:57:33Z,2026-05-21T14:57:32Z
2026-05-21T12:00:00Z,1.15974,1.16087,1.15938,1.15992,12,LIVE_RECENT_M5_RESAMPLED_TO_H1,M5,/home/runner/work/TradingOS2/TradingOS2/data/live_m5/incremental/EURUSD_M5_incremental_latest.csv,2026-05-21T14:45:00Z,0.209,LIVE_RECENT_OK,CLOSED_H1_ONLY,LIVE_FRESH,2026-05-21T14:57:33Z,2026-05-21T14:57:32Z
2026-05-21T13:00:00Z,1.15998,1.16005,1.15774,1.15938,12,LIVE_RECENT_M5_RESAMPLED_TO_H1,M5,/home/runner/work/TradingOS2/TradingOS2/data/live_m5/incremental/EURUSD_M5_incremental_latest.csv,2026-05-21T14:45:00Z,0.209,LIVE_RECENT_OK,CLOSED_H1_ONLY,LIVE_FRESH,2026-05-21T14:57:33Z,2026-05-21T14:57:32Z
